"@cesarulices @MarvelLATAM Esto es clara referencia, no podes meter al actor anterior, y mostrar que conoce a OTRO peter parker, y no mostrar a ese.",Neutro
"@MarvelLATAM Seria como en la pelicula de spiderverse, varios Spiderman en la realidad con villanos y todo, solo que esta vez no fue el kinping si no dr. Strange. Quien arma el desmadrito",Negativo
Eso sera Epicoooo #SpiderNoWayHome #SpiderMan @MarvelLATAM https://t.co/NV6AF0YOE4,Neutro
"@cesarulices @odontogerardo @MarvelLATAM Es fake, busca el trailer y no esta eso.",Negativo
@Dan_white09 @MarvelLATAM porque los pico un camaleon y ahora se camuflan xd,Neutro
"@MarvelLATAM Por que?
Por que no aparecieron Tobey y Andrew?",Negativo
ME CAGO SU PUTA MADRE @SonyPicturesMX @MarvelLATAM TREMENDOS TRAGALECHE CHUPAME LA PIJAAAAAAAA,Negativo
@MarvelLATAM como le pifio el lagarto 2:20,Negativo
"Se fueron de palo con el nuevo trailer de Spiderman y lo saben!!!
@MarvelStudios @MarvelLATAM 
@Sony 
#SpiderMan #SpiderManNoWayHomeTrailer 
#Spiderverse",Negativo
@Dan_white09 @MarvelLATAM Donde se filtro la imagen de los tres,Neutro
"pero... DONDE CHINGADOS ESTAN MIS OTROS DOS SPIDERMAN ??!!
@Marvel
@MarvelLATAM ???

#SpiderManNoWayHomeTrailer",Neutro
"@MarvelLATAM Se sabia que no iban a salir en el trailer, Marvel siempre poniendo y quitando imagenes en sus trailers, arriba la esperanza.",Negativo
@MarvelLATAM DONDE ESTA TOBEY MAGUIRE???? MANGA DE HIJOS DE PUTA !!!!!!!!!,Negativo
@ElMexParienton @MarvelLATAM 🤣🤣🤣 No mms,Negativo
"Primera vez que me ilusiono en el añ, gracias @MarvelLATAM",Neutro
@Miruzha @MarvelLATAM Nito ver las serie completa jajaja solo vi la del duende verde,Neutro
"@MarvelLATAM yo no soy idiota bro, seguro Lizard le va a pegar al aire 😒 https://t.co/pcaDLvH2v7",Negativo
@MarvelLATAM Si yo tambien me acorde de esto! https://t.co/lJPUZo0rww,Neutro
@MarvelLATAM MAS LES VALE QUE ESTEN LAS 2 VISITAS MAS IMPORTANTES,Positivo
@MarvelLATAM Para esto mejor no enseñes nada a la verga ya con esto sabemos el los demas  van a salir asta el final como que 10 o 15 minutos gracias puta compañia de mierda,Negativo
@MarvelLATAM Salen 2 duende verdeeeee 🤯🤯🤯,Negativo
"que cuando se muestren los 6 siniestros en la pelicula aparezca el spiderman de tom holland con el de tobey y el de andrew al lado y de fondo suene ""papii io no etoy solo"" 🙏🙏 dale @MarvelLATAM  #SpiderManNoWayHome",Negativo
@DavidLpezValle1 @MarvelLATAM Le estan poniendo un escudo a la estatua de la libertad y al final se cae todo a la mierda,Neutro
"@ivangraf42 @MarvelLATAM Bastante tibios, habra que esperar a la pelicula",Negativo
"@MarvelLATAM WEYYYYY, AMOOOOOO",Negativo
"@MarvelLATAM nos trae el trailer subtitulado de #SPIDERMANNOWAYHOME 
https://t.co/eirhFpZjSr",Neutro
@EliezerMendoza @MarvelLATAM @SonyPicturesMX @SpiderManMovie Otra vez nos vieron la cara https://t.co/Xzbpb6Nf49,Neutro
@MarvelLATAM TODAVIA NO PIERDO LA ESPERANZA QUE UN FUTURO APARECEN LOS 3 https://t.co/PMuXy3nHlK,Neutro
ME LASTIME Y ES TODO CULPA DE USTEDES #SpiderMan @MarvelLATAM,Negativo
@rmejiasolis @MarvelLATAM Se me hace que no van aparecer 😅,Neutro
Aparicion con vida de Daredevil o te la pudro @MarvelLATAM https://t.co/ctHDAygeoG,Neutro
@alejo_rules @MarvelLATAM Que hombre tan amable,Positivo
@Dasa3v @MarvelLATAM Profesorcito SIENTO UN VACIO EN MI INTERIOR,Neutro
@CherryJois @MarvelLATAM La voy a ver en Cuevana no te preocupes.,Neutro
"@cesarulices @MarvelLATAM Esa frase mato todo,obligo a tener a Tobey buscado por Otto",Neutro
@MarvelLATAM Van a salir con su mamada que aparecen al final 😑,Negativo
"@MarvelLATAM Messiento estafado, donde estan Tobey y Andrew 🤡🤡🤡🤡😔",Negativo
"You are not Peter Parker 

JODER ME CAGO EN LA PUTA @MarvelLATAM https://t.co/w1IcpgR24y",Neutro
@MarvelLATAM Que hace el Simbolo del Capitan America alli 🤔. https://t.co/0OKccouX5b,Neutro
@_kira911 @odontogerardo @MarvelLATAM Siempre ha sido planeado,Positivo
@ChocoSonix @jonix209 @MarvelLATAM Exacto,Neutro
"#cine | No te pierdas el segundo trailer de SPIDERMAN No Way Home

Via @MarvelLATAM https://t.co/4aT9tn6uxD",Neutro
"@ElMexParienton @MarvelLATAM Los visitantes son los villanos, no los otros #SpiderMan",Negativo
"@AriasNelson97 @MarvelLATAM No es spider verse, por que aun no lo entienden, ahi esta el titulo de la pelicula y si posteriormente sera un spider verse con mas spideys, recuerda la pelicula de spider verse, cuantos salian ahi y no esperes en esta que solo sean los 3 y llamarlo de esa manera",Negativo
@cesarulices @MarvelLATAM Re confirmado,Positivo
@jonix209 @Dan_white09 @MarvelLATAM De igual manera los van a tener llenos,Neutro
"@MarvelLATAM Por lo menos confirmamos que no van a haber 3 Tom Holland, algo es algo... 😅
#SpiderManNoWayHome",Neutro
"A quien ataca el lagarto? mmm, ahi hay alguien y me lo estas ocultando @MarvelLATAM https://t.co/fIeKHfWrb4",Negativo
"@jonix209 @Dan_white09 @MarvelLATAM Por lo mismo Marvel siempre ha jugado con sus trailers es obvio, de hecho nunca se habia mencionado al hombre arena o al Lagarto menos a Electro.
Solo duende Verde y Octopus imagina cuantos enemigos en una sola movie jjjajaaa (desgraciados)",Negativo
@jonix209 @Dan_white09 @MarvelLATAM Siempre nos engañan con los trailers,Negativo
"Thanks u @MarvelLATAM y @SonyPicturesMX por el trailer antes y muchas felicidades por la jugada maestra que se acaban de aventar. son los jefes del cine ahora mismo
#SpiderMan 
#SpiderManNoWayHomeTrailer 
#Spiderverse https://t.co/gXAGAp9qcP",Positivo
@MarvelLATAM Vaya,Positivo
"@jonix209 @Dan_white09 @MarvelLATAM Para mantener el misterio y las expectativas de que esten ahi, al igual que en endgame o Infinity war puede que esten metiendo una que otra escena falsa",Negativo
@MarvelLATAM Bola de soketes!,Negativo
"@Miruzha @MarvelLATAM Pos yo igual, no entendi ni madres 🤣🤣🤣",Neutro
@rmejiasolis @MarvelLATAM Saldran en la pelicula 🤣,Negativo
@biejasorra @MarvelLATAM Estuvo buenisimo,Positivo
no aparece Tobey y dejo de respirar primer aviso @MarvelLATAM https://t.co/lDTqL0qDFm,Neutro
@MarvelLATAM Es la primera vez que me desilusiona Marvel cinematografico,Neutro
@MarvelLATAM No entendi nada 🙈🤣😂,Negativo
"Octopus_""tu no eres Parker""
Yo_ ""van a aparecer, van a aparecer""
Sonic_""esta va a aparecer""
@MarvelLATAM @SpiderManMovie  #SpiderManNoWayHome",Negativo
@jonix209 @Ezgokot @MarvelLATAM ¿Esto no es suficiente? https://t.co/nFTGOXacrt,Neutro
@MarvelLATAM Es que cada spidey peleara con su respectivo villano por eso y es cierto la ultima filtracion de la trama donde en la estatua de la libertad estara un gran reactor arck y el duende verde manipula todo y matara a la tia May,Negativo
@maury2401 @MarvelLATAM En esta parte hay mucho espacio y el lagarto salta hacia enfrente como atacando a alguien #SpiderverseConfirmado https://t.co/KqhU9weKHI,Neutro
@odontogerardo @MarvelLATAM Pues la verdad es que concuerda mucho 🤔🤔 https://t.co/VVXCPnb44a,Neutro
"Puede ser de las mejores peliculas...
señores de @MarvelLATAM  no la vayan a embarrar... 
#SpiderManNoWayHome https://t.co/VKZ6JILWiw",Neutro
@MarvelLATAM Yara me ase recordar cuando lo veia de chiquito a quien no :'v,Negativo
@odontogerardo @MarvelLATAM Tal ves lo allan editado 🤔,Negativo
"@MarvelLATAM La estructura que hay en la pelea contra Electro, el lagarto y el hombre de arena es la misma que aparece en la foto filtrada de Andrew Garfield 🧐 elijo creer",Neutro
"@biejasorra @MarvelLATAM yo creo que si llegan a aparecer, no deberian mostrarlo en los trailers",Negativo
"@Dan_white09 @MarvelLATAM Pero por que no los muestran??? No tiene sentido, si los muestras, vas a tener los cines colapsando.",Positivo
"@MarvelLATAM Ayñ, quede asi 🤡🤡",Neutro
@MarvelLATAM NO LA MATES https://t.co/CInh6Kj5Uj,Neutro
"@odontogerardo @MarvelLATAM Ahi van los spiderman de Tobby y de Andrew
#SpiderverseConfirmado (?)",Negativo
No te costaba nada tirarme la musiquita de los otros spider @MarvelLATAM,Negativo
"Solo te pedi una referencia a los otros Spiderman y me das esta porqueria de trailer @MarvelLATAM 
#SpiderManNoWayHome",Neutro
@CherryJois @MarvelLATAM Tu eres mujer no lo entenderias 😔,Positivo
"@MarvelLATAM ""Tu no eres Peter Parker""",Negativo
"@MarvelLATAM @ElAlexWolf No me dan ningun motivo para ir a verla, quiza el traje de electro que debo admitir se ve genial.",Neutro
@Qsy_Tengohambre @MarvelLATAM Jajaja solo imagenes god pasando ah,Neutro
No era por ahi @MarvelLATAM 🥲🥲🥲🥲 #SpiderManNoWayHomeTrailer2 https://t.co/q7wwpbWgoJ,Neutro
no a mi no me pajean @SonyPicturesMX @MarvelLATAM ahi borraron a Tobey https://t.co/WIn6DOepcI,Neutro
@ITsFox12 @MarvelLATAM Si hay ten fe,Neutro
@cretino0_ @MarvelLATAM ME FALTAN COSAS,Positivo
Lo hiciste @MarvelLATAM hiciste emputar a todo el planeta. Gracias. #SpiderManNoWayHome,Positivo
@ElManuSantander @MarvelLATAM ME ESTOY LASTIMANDO PRIMER AVISO,Neutro
"@MarvelLATAM Dejen de quejarse, no vayan a verla y listo☺️",Negativo
