@FaraonGfx @MoonandLia @MarvelLATAM @disneyplusla Noti,Negativo
Exijo un corto de Bucky y Sam viendo Rogers: The musical y sus reacciones odiandolo @MarvelStudios @MarvelLATAM!!!,Neutro
"Ya viendo lo mas nuevo de @MarvelLATAM 
#Hawkeye 
Revolucionando el genero como siempre...
Con una comedia.
(Sarcasmo, por si no se entendio)
Marvel ya solo hace comedias y que hueva.",Positivo
Hasta el momento #Hawkeye la mejor serie de @MarvelLATAM,Neutro
#TheEternals es la pelicula de @MarvelLATAM menos Marvel,Negativo
"@MarvelLATAM @disneyplusla #Hawkeye  Capitulo 1 , Nada rescatable.

Peleas sin fuerza y la chica protagonista , ni siquiera sabe correr ... Pesimo desempeño",Negativo
Colaboracion confirmada @DCComics @MarvelLATAM https://t.co/xQNs6lUTNk,Neutro
@Andrea_8diem @HaileeSteinfeld @MarvelLATAM Voy terminando de verla y quede... 😮😍💜💘,Neutro
"De 1988 las guerras secretas... @marvel @marvellatam @spiderman en Mexico City, Mexico https://t.co/sE2o8q2L9Q",Negativo
"No los vamos a Spoilear por que no es lo nuestro pero nos encanto mucho ver nuevamente a Clint Barton #Hawkeye y ahora con su nueva pupila #KateBishop ...

Muy bien por @DisneyStudiosLA que esta encaminando junto con @MarvelLATAM a la siguiente fase del #MCU https://t.co/kwAYccptKu",Positivo
"#DeDiversion La serie del famoso arquero de #MarvelStudios y un documental sobre #TheBeatles  son las apuestas de #DisneyPlus+ para la ultima semana de noviembre y como antesala a la epoca navideña. 📽️🎬🎄
@elsalvador @MarvelLATAM @disneyplusla 

https://t.co/oFLoIgrezN",Positivo
@Maca_Reynolds @HaileeSteinfeld @MarvelLATAM No lo vi 👀,Neutro
@Andrea_8diem @HaileeSteinfeld @MarvelLATAM Ya hable yo,Negativo
@Andrea_8diem @HaileeSteinfeld @MarvelLATAM Tambien me gusta hailee 😌,Neutro
@Andrea_8diem @HaileeSteinfeld @MarvelLATAM Hailee es una gran Actriz!! Me encanto como #KateBishop y es por ella que veo #Hawkeye,Positivo
@JahirZubia23 @TomHolland1996 Ahora @MarvelLATAM y @SonyPicturesMX tienen q explicar en esta peli enq momento del universo de el spider de tobey se traen a otto pues el se entera que peter es spider hasta minutos antes de su muerte...,Neutro
"MULTIVERSE IS REAL

El Doc confirma el multiverso #spidermannowayhome 
#Multiverso
#Hipe
@MarvelLATAM 
@SonyPicturesCol https://t.co/x9RKYgVv6n",Neutro
@Andrea_8diem @HaileeSteinfeld @MarvelLATAM Este año la rompio en grande hailee 👏👏,Neutro
Muchas gracias @disneyplus @disneyplusla @MarvelStudios @MarvelLATAM por este regalo de cumpleaños el estreno de #Hawkeye 😀,Positivo
@7_majo7 @Cristhi86084490 @MarvelLATAM Ya le suspendieron la cuenta,Negativo
"@MarvelLATAM  acabo de apostar una torta ahogada con mi mama a que aparecen los Spiderman de Tobey y Andrew. Pls, haganme desayunar gratis el 18 de Diciembre.
P.S. LOS TKM ❤️",Neutro
